NAME,BRAND,UNIT,CATEGORY,SUB-CATEGORY,SKU (Leave blank to auto generate sku),BARCODE TYPE,MANAGE STOCK (1=yes 0=No),ALERT QUANTITY,EXPIRES IN,EXPIRY PERIOD UNIT (months/days),APPLICABLE TAX,Selling Price Tax Type (inclusive or exclusive),PRODUCT TYPE (single or variable),VARIATION NAME (Keep blank if product type is single),VARIATION VALUES (| seperated values & blank if product type if single),VARIATION SKUs (| seperated values & blank if product type if single),PURCHASE PRICE (Including tax),PURCHASE PRICE (Excluding tax),PROFIT MARGIN,SELLING PRICE,OPENING STOCK,LOCATION,EXPIRY DATE,ENABLE IMEI OR SERIAL NUMBER(1=yes 0=No),WEIGHT,RACK,ROW,POSITION,IMAGE,PRODUCT DESCRIPTION,CUSTOM FIELD 1,CUSTOM FIELD 2,CUSTOM FIELD 3,CUSTOM FIELD 4,NOT FOR SELLING(1=yes 0=No),PRODUCT LOCATIONS
Silinor-M 50 mg+500 mg,Healthcare Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,20.00,,20.00,,,,0,,,,,,,Sitagliptin + Metformin Hydrochloride,50 mg+500 mg,,,0,
Silinor-M 50 mg+1000 mg,Healthcare Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,22.00,,22.00,,,,0,,,,,,,Sitagliptin + Metformin Hydrochloride,50 mg+1000 mg,,,0,
Silinor 100 mg,Healthcare Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,30.00,,30.00,,,,0,,,,,,,Sitagliptin,100 mg,,,0,
Silinor 50 mg,Healthcare Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,18.00,,18.00,,,,0,,,,,,,Sitagliptin,50 mg,,,0,
Simvatin 20 mg,ACME Laboratories Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,18.11,,18.11,,,,0,,,,,,,Simvastatin,20 mg,,,0,
Simvatin 10 mg,ACME Laboratories Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,11.04,,11.04,,,,0,,,,,,,Simvastatin,10 mg,,,0,
Simulect 20 mg/vial,Novartis (Bangladesh) Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,103273.56,,103273.56,,,,0,,,,,,,Basiliximab,20 mg/vial,,,0,
Simponi 50 mg/0.5 ml,Janssen-Cilag,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,51131.66,,51131.66,,,,0,,,,,,,Golimumab,50 mg/0.5 ml,,,0,
Simplovir 200 mg/5 ml,Incepta Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,125.00,,125.00,,,,0,,,,,,,Acyclovir (Oral),200 mg/5 ml,,,0,
Simplovir 1 gm/vial,Incepta Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,1000.00,,1000.00,,,,0,,,,,,,Acyclovir (Injection),1 gm/vial,,,0,
Simplovir 400 mg,Incepta Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,22.00,,22.00,,,,0,,,,,,,Acyclovir (Oral),400 mg,,,0,
Simplovir 200 mg,Incepta Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,14.00,,14.00,,,,0,,,,,,,Acyclovir (Oral),200 mg,,,0,
Simplovir 500 mg/vial,Incepta Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,700.00,,700.00,,,,0,,,,,,,Acyclovir (Injection),500 mg/vial,,,0,
Simplovir 250 mg/vial,Incepta Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,400.00,,400.00,,,,0,,,,,,,Acyclovir (Injection),250 mg/vial,,,0,
Simplovir 5% w/w,Incepta Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,40.00,,40.00,,,,0,,,,,,,Acyclovir (Topical),5% w/w,,,0,
Simpli 500 mg/vial,Beacon Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,461.38,,461.38,,,,0,,,,,,,Azithromycin Dihydrate,500 mg/vial,,,0,
Simpli 200 mg/5 ml,Beacon Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,85.57,,85.57,,,,0,,,,,,,Azithromycin Dihydrate,200 mg/5 ml,,,0,
Simpli 500 mg,Beacon Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,35.11,,35.11,,,,0,,,,,,,Azithromycin Dihydrate,500 mg,,,0,
Simox DS 250 mg/5 ml,Silva Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,65.25,,65.25,,,,0,,,,,,,Amoxicillin Trihydrate,250 mg/5 ml,,,0,
Simox 125 mg/1.25 ml,Silva Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,27.11,,27.11,,,,0,,,,,,,Amoxicillin Trihydrate,125 mg/1.25 ml,,,0,
Sinaceph 125 mg/1.25 ml,Ibn Sina Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,55.00,,55.00,,,,0,,,,,,,Cephradine,125 mg/1.25 ml,,,0,
Sinaceph 125 mg/5 ml,Ibn Sina Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,95.00,,95.00,,,,0,,,,,,,Cephradine,125 mg/5 ml,,,0,
Sinaceph 500 mg,Ibn Sina Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,15.00,,15.00,,,,0,,,,,,,Cephradine,500 mg,,,0,
Sinaceph 250 mg,Ibn Sina Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,6.80,,6.80,,,,0,,,,,,,Cephradine,250 mg,,,0,
Sinaban 2% w/w,Ibn Sina Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,140.00,,140.00,,,,0,,,,,,,Mupirocin,2% w/w,,,0,
Sina Silver,Ibn Sina Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,8.00,,8.00,,,,0,,,,,,,Multivitamin & Multimineral [A-Z silver preparation],,,,0,
Sina Gold,Ibn Sina Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,8.00,,8.00,,,,0,,,,,,,Multivitamin & Multimineral [A-Z gold preparation],,,,0,
Simox 125 mg/5 ml,Silva Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,45.17,,45.17,,,,0,,,,,,,Amoxicillin Trihydrate,125 mg/5 ml,,,0,
Simox 500 mg,Silva Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,6.02,,6.02,,,,0,,,,,,,Amoxicillin Trihydrate,500 mg,,,0,
Simox 250 mg,Silva Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,3.51,,3.51,,,,0,,,,,,,Amoxicillin Trihydrate,250 mg,,,0,
Simethi 67 mg/ml,Zenith Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,30.00,,30.00,,,,0,,,,,,,Simethicone,67 mg/ml,,,0,
Simet 67 mg/ml,ACI Limited,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,30.20,,30.20,,,,0,,,,,,,Simethicone,67 mg/ml,,,0,
Simegal (480 mg+20 mg)/5 ml,Beacon Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,110.00,,110.00,,,,0,,,,,,,Magaldrate + Simethicone,(480 mg+20 mg)/5 ml,,,0,
Simecol 67 mg/ml,Alco Pharma Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,35.11,,35.11,,,,0,,,,,,,Simethicone,67 mg/ml,,,0,
Sinamox 125 mg/5 ml,Ibn Sina Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,47.46,,47.46,,,,0,,,,,,,Amoxicillin Trihydrate,125 mg/5 ml,,,0,
Sinamox 500 mg,Ibn Sina Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,6.75,,6.75,,,,0,,,,,,,Amoxicillin Trihydrate,500 mg,,,0,
Sinamox 250 mg,Ibn Sina Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,3.60,,3.60,,,,0,,,,,,,Amoxicillin Trihydrate,250 mg,,,0,
Sinamin 2 mg/5 ml,Ibn Sina Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,21.85,,21.85,,,,0,,,,,,,Chlorpheniramine Maleate,2 mg/5 ml,,,0,
Sinamin 4 mg,Ibn Sina Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,0.30,,0.30,,,,0,,,,,,,Chlorpheniramine Maleate,4 mg,,,0,
Sinalax 10 gm/sachet,Ibn Sina Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,13.00,,13.00,,,,0,,,,,,,Lactitol Monohydrate,10 gm/sachet,,,0,
Sinalac 3.35 gm/5 ml,Ibn Sina Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,70.00,,70.00,,,,0,,,,,,,Lactulose,3.35 gm/5 ml,,,0,
Sinakof 50 mg,Ibn Sina Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,10.00,,10.00,,,,0,,,,,,,Butamirate Citrate,50 mg,,,0,
Sinafresh 1%,Ibn Sina Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,250.00,,250.00,,,,0,,,,,,,Carboxymethylcellulose Sodium,1%,,,0,
Sinafort-B,Ibn Sina Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,55.00,,55.00,,,,0,,,,,,,Vitamin B complex,,,,0,
Sinafort-B,Ibn Sina Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,0.62,,0.62,,,,0,,,,,,,Vitamin B complex,,,,0,
Sinafort-B,Ibn Sina Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,1.00,,1.00,,,,0,,,,,,,Vitamin B complex,,,,0,
Sinaflox 125 mg/5 ml,Ibn Sina Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,65.00,,65.00,,,,0,,,,,,,Flucloxacillin Sodium,125 mg/5 ml,,,0,
Sinaflox 500 mg,Ibn Sina Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,10.50,,10.50,,,,0,,,,,,,Flucloxacillin Sodium,500 mg,,,0,
Sinaflox 250 mg,Ibn Sina Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,5.60,,5.60,,,,0,,,,,,,Flucloxacillin Sodium,250 mg,,,0,
Sinaferon 200 mg+200 mcg,Ibn Sina Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,0.57,,0.57,,,,0,,,,,,,Ferrous Fumarate + Folic acid,200 mg+200 mcg,,,0,
Sinapol 500 mg,Ibn Sina Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,0.80,,0.80,,,,0,,,,,,,Paracetamol,500 mg,,,0,
Sinamox DS 250 mg/5 ml,Ibn Sina Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,69.00,,69.00,,,,0,,,,,,,Amoxicillin Trihydrate,250 mg/5 ml,,,0,
Sinamox 125 mg/1.25 ml,Ibn Sina Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,30.00,,30.00,,,,0,,,,,,,Amoxicillin Trihydrate,125 mg/1.25 ml,,,0,
Sinaferon 200 mg+200 mcg,Ibn Sina Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,0.19,,0.19,,,,0,,,,,,,Ferrous Fumarate + Folic acid,200 mg+200 mcg,,,0,
Sinaferon 200 mg/5 ml,Ibn Sina Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,40.00,,40.00,,,,0,,,,,,,Ferrous Sulfate,200 mg/5 ml,,,0,
Sinacort 0.10%,Ibn Sina Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,20.00,,20.00,,,,0,,,,,,,Betamethasone Valerate,0.10%,,,0,
Sinacort 0.10%,Ibn Sina Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,20.00,,20.00,,,,0,,,,,,,Betamethasone Valerate,0.10%,,,0,
Sinaclox 125 mg/5 ml,Ibn Sina Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,43.00,,43.00,,,,0,,,,,,,Cloxacillin Sodium,125 mg/5 ml,,,0,
Sinaclox 500 mg,Ibn Sina Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,5.75,,5.75,,,,0,,,,,,,Cloxacillin Sodium,500 mg,,,0,
Sinacet 2.5 mg/5 ml,Ibn Sina Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,50.00,,50.00,,,,0,,,,,,,Levocetirizine Dihydrochloride,2.5 mg/5 ml,,,0,
Sinacet 5 mg,Ibn Sina Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,4.00,,4.00,,,,0,,,,,,,Levocetirizine Dihydrochloride,5 mg,,,0,
Sinaceph DS 250 mg/5 ml,Ibn Sina Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,125.00,,125.00,,,,0,,,,,,,Cephradine,250 mg/5 ml,,,0,
Sinaceph 1 gm/vial,Ibn Sina Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,85.00,,85.00,,,,0,,,,,,,Cephradine,1 gm/vial,,,0,
Sinaceph 500 mg/vial,Ibn Sina Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,55.00,,55.00,,,,0,,,,,,,Cephradine,500 mg/vial,,,0,
Sitacret-M 50 mg+500 mg,Renata Limited,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,20.00,,20.00,,,,0,,,,,,,Sitagliptin + Metformin Hydrochloride,50 mg+500 mg,,,0,
Sitacret 50 mg,Renata Limited,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,15.00,,15.00,,,,0,,,,,,,Sitagliptin,50 mg,,,0,
Sistin 5 mg/5 ml,Supreme Pharmaceutical Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,16.00,,16.00,,,,0,,,,,,,Cetirizine Hydrochloride,5 mg/5 ml,,,0,
Sistin 10 mg,Supreme Pharmaceutical Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,2.50,,2.50,,,,0,,,,,,,Cetirizine Hydrochloride,10 mg,,,0,
Sirdalud 2 mg,SANDOZ (A Novartis Division),pcs,allopathic,,,,1,,,,,exclusive,single,,,,,11.53,,11.53,,,,0,,,,,,,Tizanidine Hydrochloride,2 mg,,,0,
Sintos (100 mg+1.1 mg+14 mg)/5 ml,ACME Laboratories Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,80.00,,80.00,,,,0,,,,,,,Guaifenesin + Levomenthol + Diphenhydramine,(100 mg+1.1 mg+14 mg)/5 ml,,,0,
Sintel 400 mg,ACI Limited,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,5.02,,5.02,,,,0,,,,,,,Albendazole,400 mg,,,0,
Sintel 200 mg/5 ml,ACI Limited,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,20.06,,20.06,,,,0,,,,,,,Albendazole,200 mg/5 ml,,,0,
Sinplatin 1 mg/ml,BOTS Pvt. Limited,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,1545.00,,1545.00,,,,0,,,,,,,Cisplatin,1 mg/ml,,,0,
Sinlair 10 mg,Everest Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,15.00,,15.00,,,,0,,,,,,,Montelukast Sodium,10 mg,,,0,
Sinjard-M 5 mg+500 mg,Beacon Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,20.00,,20.00,,,,0,,,,,,,Empagliflozin + Metformin Hydrochloride,5 mg+500 mg,,,0,
Sinjard-L 25 mg+5 mg,Beacon Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,40.00,,40.00,,,,0,,,,,,,Empagliflozin + Linagliptin,25 mg+5 mg,,,0,
Sinjard-L 10 mg+5 mg,Beacon Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,30.00,,30.00,,,,0,,,,,,,Empagliflozin + Linagliptin,10 mg+5 mg,,,0,
Sinjard 25 mg,Beacon Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,50.00,,50.00,,,,0,,,,,,,Empagliflozin,25 mg,,,0,
Sinjard 10 mg,Beacon Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,25.00,,25.00,,,,0,,,,,,,Empagliflozin,10 mg,,,0,
Singlin 2 mg,Renata Limited,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,5.00,,5.00,,,,0,,,,,,,Repaglinide,2 mg,,,0,
Sitadus-M 50 mg+1000 mg,Opsonin Pharma Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,18.00,,18.00,,,,0,,,,,,,Sitagliptin + Metformin Hydrochloride,50 mg+1000 mg,,,0,
Sitadus 50 mg,Opsonin Pharma Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,15.05,,15.05,,,,0,,,,,,,Sitagliptin,50 mg,,,0,
Sitadus 25 mg,Opsonin Pharma Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,8.03,,8.03,,,,0,,,,,,,Sitagliptin,25 mg,,,0,
Sitadus 100 mg,Opsonin Pharma Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,28.08,,28.08,,,,0,,,,,,,Sitagliptin,100 mg,,,0,
Singlin 1 mg,Renata Limited,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,3.00,,3.00,,,,0,,,,,,,Repaglinide,1 mg,,,0,
Singlin 0.5 mg,Renata Limited,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,2.00,,2.00,,,,0,,,,,,,Repaglinide,0.5 mg,,,0,
Sinex,Cosmic Pharma Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,12.00,,12.00,,,,0,,,,,,,Camphor + Menthol + Oil Clove + Oil Eucalyptus + Oil Turpentine,,,,0,
Sinecod SR 50 mg,SANDOZ (A Novartis Division),pcs,allopathic,,,,1,,,,,exclusive,single,,,,,12.00,,12.00,,,,0,,,,,,,Butamirate Citrate,50 mg,,,0,
Sindroxocin 2 mg/ml,BOTS Pvt. Limited,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,908.00,,908.00,,,,0,,,,,,,Doxorubicin Hydrochloride,2 mg/ml,,,0,
Sindoxplatin 5 mg/ml,BOTS Pvt. Limited,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,4377.00,,4377.00,,,,0,,,,,,,Oxaliplatin,5 mg/ml,,,0,
Sinazid 80 mg,Ibn Sina Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,6.50,,6.50,,,,0,,,,,,,Gliclazide,80 mg,,,0,
Sinatrim 400 mg+80 mg,Ibn Sina Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,1.41,,1.41,,,,0,,,,,,,Sulphamethoxazole + Trimethoprim,400 mg+80 mg,,,0,
Sinatrim (200 mg+40 mg)/5 ml,Ibn Sina Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,22.00,,22.00,,,,0,,,,,,,Sulphamethoxazole + Trimethoprim,(200 mg+40 mg)/5 ml,,,0,
Sinapol 120 mg/5 ml,Ibn Sina Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,20.00,,20.00,,,,0,,,,,,,Paracetamol,120 mg/5 ml,,,0,
Sitrim (200 mg+40 mg)/5 ml,Silva Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,20.07,,20.07,,,,0,,,,,,,Sulphamethoxazole + Trimethoprim,(200 mg+40 mg)/5 ml,,,0,
Sitova 20 mg,Silco Pharmaceutical Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,18.00,,18.00,,,,0,,,,,,,Atorvastatin Calcium,20 mg,,,0,
Sitova 10 mg,Silco Pharmaceutical Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,10.00,,10.00,,,,0,,,,,,,Atorvastatin Calcium,10 mg,,,0,
Sitomet 50 mg+500 mg,ACI Limited,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,16.05,,16.05,,,,0,,,,,,,Sitagliptin + Metformin Hydrochloride,50 mg+500 mg,,,0,
Sitomet 50 mg+1000 mg,ACI Limited,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,18.05,,18.05,,,,0,,,,,,,Sitagliptin + Metformin Hydrochloride,50 mg+1000 mg,,,0,
Sitazid M 50 mg+500 mg,Eskayef Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,14.00,,14.00,,,,0,,,,,,,Sitagliptin + Metformin Hydrochloride,50 mg+500 mg,,,0,
Sitazid M 50 mg+1000 mg,Eskayef Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,15.00,,15.00,,,,0,,,,,,,Sitagliptin + Metformin Hydrochloride,50 mg+1000 mg,,,0,
Sitazid 100 mg,Eskayef Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,25.00,,25.00,,,,0,,,,,,,Sitagliptin,100 mg,,,0,
Sitazid 50 mg,Eskayef Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,13.00,,13.00,,,,0,,,,,,,Sitagliptin,50 mg,,,0,
Sitavia-M 50 mg+500 mg,Sharif Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,16.00,,16.00,,,,0,,,,,,,Sitagliptin + Metformin Hydrochloride,50 mg+500 mg,,,0,
Sitavia-M 50 mg+1000 mg,Sharif Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,18.00,,18.00,,,,0,,,,,,,Sitagliptin + Metformin Hydrochloride,50 mg+1000 mg,,,0,
Sitavia 50 mg,Sharif Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,15.00,,15.00,,,,0,,,,,,,Sitagliptin,50 mg,,,0,
Sitap 100 mg,ACI Limited,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,28.08,,28.08,,,,0,,,,,,,Sitagliptin,100 mg,,,0,
Sitap 50 mg,ACI Limited,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,15.05,,15.05,,,,0,,,,,,,Sitagliptin,50 mg,,,0,
Sitamet 50 mg+500 mg,Renata Limited,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,20.00,,20.00,,,,0,,,,,,,Sitagliptin + Metformin Hydrochloride,50 mg+500 mg,,,0,
Sitalia M XR 50 mg+500 mg,Delta Pharma Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,15.00,,15.00,,,,0,,,,,,,Sitagliptin + Metformin Hydrochloride,50 mg+500 mg,,,0,
Sivolac 3.35 gm/5 ml,Sharif Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,120.37,,120.37,,,,0,,,,,,,Lactulose,3.35 gm/5 ml,,,0,
Sivicaine Heavy 0.5%+8%,Renata Limited,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,30.11,,30.11,,,,0,,,,,,,Bupivacaine Hydrochloride + Dextrose,0.5%+8%,,,0,
Sitrim 400 mg+80 mg,Silva Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,2.01,,2.01,,,,0,,,,,,,Sulphamethoxazole + Trimethoprim,400 mg+80 mg,,,0,
Sitalia M 50 mg+500 mg,Delta Pharma Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,12.00,,12.00,,,,0,,,,,,,Sitagliptin + Metformin Hydrochloride,50 mg+500 mg,,,0,
Sitaglap M 50 mg+1000 mg,Euro Pharma Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,22.00,,22.00,,,,0,,,,,,,Sitagliptin + Metformin Hydrochloride,50 mg+1000 mg,,,0,
Sitaglap M 50 mg+500 mg,Euro Pharma Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,20.00,,20.00,,,,0,,,,,,,Sitagliptin + Metformin Hydrochloride,50 mg+500 mg,,,0,
Sitaglap 50 mg,Euro Pharma Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,14.00,,14.00,,,,0,,,,,,,Sitagliptin,50 mg,,,0,
Sitagil M 100 mg+1000 mg,Incepta Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,35.00,,35.00,,,,0,,,,,,,Sitagliptin + Metformin Hydrochloride,100 mg+1000 mg,,,0,
Sitagil M 50 mg+1000 mg,Incepta Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,18.00,,18.00,,,,0,,,,,,,Sitagliptin + Metformin Hydrochloride,50 mg+1000 mg,,,0,
Sitagil M 50 mg+500 mg,Incepta Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,16.00,,16.00,,,,0,,,,,,,Sitagliptin + Metformin Hydrochloride,50 mg+500 mg,,,0,
Sitagil 100 mg,Incepta Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,28.00,,28.00,,,,0,,,,,,,Sitagliptin,100 mg,,,0,
Sitagil 50 mg,Incepta Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,15.00,,15.00,,,,0,,,,,,,Sitagliptin,50 mg,,,0,
Sitagil 25 mg,Incepta Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,8.00,,8.00,,,,0,,,,,,,Sitagliptin,25 mg,,,0,
Sitadus-M 50 mg+500 mg,Opsonin Pharma Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,16.00,,16.00,,,,0,,,,,,,Sitagliptin + Metformin Hydrochloride,50 mg+500 mg,,,0,
SK-mox 125 mg/5 ml,Eskayef Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,47.60,,47.60,,,,0,,,,,,,Amoxicillin Trihydrate,125 mg/5 ml,,,0,
SK-mox 500 mg,Eskayef Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,6.09,,6.09,,,,0,,,,,,,Amoxicillin Trihydrate,500 mg,,,0,
SK-mox 250 mg,Eskayef Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,3.55,,3.55,,,,0,,,,,,,Amoxicillin Trihydrate,250 mg,,,0,
